predictor,prediction_round,as_of_instant,season,division,kickoff,home_club,away_club,prob_home,prob_draw,prob_away,inputs_seen,latest_input
elo,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T17:30:00,nottm_forest,coventry,0.637759025,0.221845017,0.140395958,52939,2026-09-17T20:00:00
elo,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,bournemouth,liverpool,0.441580527,0.291753469,0.266666004,52939,2026-09-17T20:00:00
elo,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,leeds,crystal_palace,0.564217087,0.254049776,0.181733136,52939,2026-09-17T20:00:00
elo,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,man_city,sunderland,0.768579444,0.151737534,0.079683022,52939,2026-09-17T20:00:00
elo,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T16:30:00,fulham,man_united,0.296156776,0.297882169,0.405961055,52939,2026-09-17T20:00:00
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-18T20:00:00,brentford,chelsea,0.362873129,0.252996740,0.384130132,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T12:30:00,tottenham,aston_villa,0.481310127,0.260482262,0.258207611,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T15:00:00,brighton,arsenal,0.191201225,0.237843202,0.570955572,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T15:00:00,everton,ipswich,0.544516664,0.244710739,0.210772598,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T15:00:00,newcastle,hull,0.607366268,0.215311169,0.177322564,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T17:30:00,nottm_forest,coventry,0.607975698,0.229555885,0.162468417,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,bournemouth,liverpool,0.307612862,0.245286526,0.447100612,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,leeds,crystal_palace,0.550992039,0.244739274,0.204268687,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,man_city,sunderland,0.748390691,0.161726679,0.089882630,0,
market_line,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T16:30:00,fulham,man_united,0.276170187,0.248575000,0.475254813,0,
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-18T20:00:00,brentford,chelsea,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T12:30:00,tottenham,aston_villa,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T15:00:00,brighton,arsenal,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T15:00:00,everton,ipswich,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T15:00:00,newcastle,hull,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-19T17:30:00,nottm_forest,coventry,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,bournemouth,liverpool,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,leeds,crystal_palace,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T14:00:00,man_city,sunderland,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
naive_baseline,2026-09-18,2026-09-18T00:00:00,2026,E0,2026-09-20T16:30:00,fulham,man_united,0.456149194,0.248487903,0.295362903,9920,2026-09-14T20:00:00
