predictor,prediction_round,as_of_instant,season,division,kickoff,home_club,away_club,prob_home,prob_draw,prob_away,inputs_seen,latest_input
market_line,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-13T14:00:00,coventry,brighton,0.235847604,0.247983353,0.516169043,0,
market_line,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-13T16:30:00,man_united,man_city,0.303337618,0.244210438,0.452451944,0,
market_line,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-14T20:00:00,leeds,newcastle,0.397154608,0.268957427,0.333887966,0,
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T15:00:00,aston_villa,nottm_forest,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T15:00:00,bournemouth,brentford,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T15:00:00,chelsea,hull,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T15:00:00,crystal_palace,ipswich,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T15:00:00,liverpool,fulham,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T17:30:00,tottenham,everton,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-12T20:00:00,sunderland,arsenal,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-13T14:00:00,coventry,brighton,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-13T16:30:00,man_united,man_city,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
naive_baseline,2026-09-11,2026-09-11T00:00:00,2026,E0,2026-09-14T20:00:00,leeds,newcastle,0.456508577,0.248335015,0.295156408,9910,2026-09-06T16:30:00
